,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,positioning,vision,penalties,aggression,interceptions,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,preferred_foot_encoded,attacking_work_rate_encoded,defensive_work_rate_encoded,player_role
110851,45,20,70,59,18.0,53,40.0,21,59,52,65,69,70.0,68,64.0,59,80.0,77,89,38,25,36.0,41,69,70,71,72,72.0,9,15,13,6,7,0,2.0,1.0,1
17652,25,13,14,32,14.0,12,25.0,15,33,15,54,55,51.0,61,58.0,23,60.0,41,70,22,12,33.0,13,34,22,13,12,12.0,71,75,64,75,69,1,1.0,1.0,0
17738,37,31,78,49,30.0,37,37.0,27,40,44,68,76,49.0,69,53.0,78,49.0,64,94,50,28,28.0,38,89,59,75,79,73.0,13,8,15,16,9,1,1.0,1.0,1
119351,42,19,72,67,18.0,22,29.0,44,43,52,62,66,41.0,67,33.0,44,49.0,69,80,19,24,49.0,53,52,75,70,77,69.0,12,13,15,12,7,1,1.0,1.0,1
19748,15,18,14,36,14.0,14,15.0,17,32,25,50,48,45.0,72,50.0,27,75.0,32,57,14,14,42.0,41,15,23,15,15,14.0,81,78,73,77,84,0,1.0,1.0,0
98354,71,63,47,69,53.0,72,56.0,44,63,70,91,84,70.0,69,73.0,45,62.0,72,49,59,66,65.0,39,50,63,53,63,60.0,14,10,11,10,15,0,,,6
19935,13,12,13,28,13.0,19,9.0,13,32,29,54,49,67.0,67,55.0,22,75.0,28,76,13,14,37.0,38,38,23,19,13,15.0,65,62,54,62,64,1,1.0,1.0,0
72201,49,49,65,65,39.0,55,37.0,40,57,61,67,69,52.0,57,58.0,55,72.0,63,85,49,62,57.0,53,55,58,66,67,67.0,7,14,9,12,9,1,1.0,2.0,1
72411,66,70,72,70,62.0,76,62.0,66,58,74,71,73,70.0,70,58.0,71,79.0,69,81,69,75,70.0,71,69,38,24,39,30.0,14,9,15,14,9,1,2.0,1.0,4
123226,45,35,57,60,46.0,46,43.0,44,54,56,55,52,47.0,45,50.0,42,64.0,57,79,46,46,47.0,40,72,67,55,57,52.0,14,15,7,13,10,1,1.0,2.0,4
123263,59,36,55,63,41.0,63,46.0,33,63,64,76,68,71.0,65,76.0,58,80.0,72,56,33,45,41.0,59,65,59,62,68,72.0,14,10,16,7,7,1,1.0,1.0,4
73444,46,23,66,51,42.0,40,46.0,34,42,49,39,53,34.0,61,50.0,56,51.0,31,85,22,36,43.0,42,76,61,61,68,64.0,15,6,16,7,8,1,0.0,1.0,4
98192,17,11,16,19,15.0,15,15.0,11,24,14,52,55,58.0,66,39.0,23,69.0,33,70,13,13,15.0,11,30,23,11,13,15.0,63,62,59,62,65,1,1.0,1.0,0
72986,51,45,66,67,58.0,55,41.0,39,64,63,67,74,69.0,50,65.0,66,56.0,74,78,57,45,58.0,45,72,70,59,65,64.0,10,6,14,6,10,1,1.0,2.0,3
73328,51,58,44,60,53.0,64,65.0,29,46,60,85,82,80.0,55,75.0,55,61.0,48,45,53,58,46.0,57,28,25,12,11,18.0,13,7,11,7,8,1,1.0,1.0,4
73504,73,68,61,71,63.0,83,73.0,31,63,79,84,87,76.0,75,73.0,78,49.0,68,63,63,74,69.0,74,69,37,25,46,32.0,13,15,12,9,13,1,2.0,1.0,6
162497,54,62,44,74,68.0,77,74.0,59,60,78,78,76,77.0,69,77.0,66,32.0,84,65,74,61,76.0,53,60,52,43,42,36.0,7,7,13,14,10,1,2.0,1.0,4
177888,65,42,47,73,62.0,62,64.0,69,74,72,79,68,85.0,71,85.0,74,72.0,92,67,69,60,60.0,59,86,85,72,76,82.0,9,5,11,6,6,1,1.0,2.0,3
73621,46,25,67,53,30.0,28,28.0,31,38,53,60,49,39.0,53,32.0,42,76.0,59,81,29,30,32.0,40,62,58,55,67,64.0,8,14,16,9,8,1,1.0,1.0,4
149149,66,42,66,78,38.0,68,58.0,62,75,74,64,63,74.0,78,80.0,68,78.0,86,70,61,55,73.0,57,78,81,76,79,76.0,7,9,8,14,7,1,1.0,2.0,1
122836,49,68,63,56,48.0,60,41.0,36,52,56,69,64,62.0,44,68.0,60,63.0,63,58,59,67,60.0,54,61,21,25,31,35.0,8,13,12,7,13,1,1.0,1.0,4
20214,60,59,50,70,50.0,65,57.0,69,68,69,71,64,57.0,60,65.0,60,71.0,62,58,58,64,65.0,51,60,63,44,54,51.0,14,7,15,11,15,1,,,4
5490,70,75,56,78,74.0,80,83.0,82,73,84,74,71,72.0,71,79.0,80,54.0,52,70,81,77,73.0,78,60,28,34,24,47.0,9,11,9,16,12,1,2.0,0.0,5
123782,61,39,37,63,43.0,64,54.0,56,56,61,81,77,80.0,58,90.0,58,45.0,44,32,58,45,61.0,40,59,64,56,60,58.0,8,12,9,11,8,1,1.0,1.0,2
71562,53,22,46,55,34.0,58,35.0,44,47,57,71,69,73.0,62,79.0,57,75.0,62,67,39,57,53.0,51,68,60,63,60,64.0,12,13,7,6,16,0,2.0,1.0,4
71721,42,76,61,58,68.0,72,59.0,61,39,68,81,82,84.0,69,78.0,79,90.0,82,84,58,83,61.0,68,73,38,16,19,18.0,11,9,8,8,7,1,2.0,1.0,7
97739,49,33,55,67,46.0,65,48.0,43,63,66,55,56,58.0,56,45.0,57,52.0,45,71,47,56,66.0,42,71,61,53,57,56.0,15,7,12,8,8,1,1.0,1.0,4
75603,34,56,48,47,50.0,44,53.0,39,45,49,57,63,61.0,50,68.0,43,58.0,57,63,43,49,62.0,64,29,13,19,17,20.0,13,11,11,9,11,0,1.0,1.0,4
75592,15,19,15,25,13.0,16,16.0,15,19,18,48,42,40.0,50,33.0,20,44.0,34,56,14,12,26.0,22,25,23,15,16,14.0,56,50,48,47,56,1,1.0,1.0,0
19119,40,34,55,58,24.0,46,53.0,33,68,68,62,51,59.0,58,63.0,48,57.0,58,74,35,53,67.0,56,75,68,66,76,69.0,8,11,15,16,9,1,1.0,0.0,4
110170,58,79,79,69,71.0,70,57.0,57,55,71,64,61,67.0,73,58.0,80,70.0,66,79,71,82,67.0,76,71,24,22,24,23.0,8,8,9,12,15,1,1.0,1.0,7
19150,80,35,62,68,60.0,66,78.0,76,63,68,75,68,63.0,64,71.0,75,73.0,75,62,57,52,56.0,66,55,72,68,69,69.0,7,12,6,13,12,0,2.0,1.0,1
75698,59,45,59,61,56.0,55,58.0,63,56,54,53,64,70.0,56,55.0,59,70.0,70,90,57,59,58.0,63,63,49,51,53,53.0,6,13,16,16,10,1,1.0,1.0,4
18826,29,27,77,47,24.0,39,28.0,43,34,43,33,31,37.0,59,34.0,63,55.0,64,88,32,29,32.0,55,65,67,65,66,59.0,14,10,12,11,12,1,1.0,1.0,4
97550,53,67,65,63,57.0,56,49.0,42,50,66,55,33,52.0,65,72.0,70,70.0,62,77,59,66,64.0,55,54,38,32,39,34.0,15,10,9,13,14,1,1.0,1.0,4
18833,64,36,53,63,47.0,67,53.0,54,61,60,74,73,72.0,63,68.0,48,74.0,67,50,48,57,63.0,49,59,59,63,61,65.0,7,16,15,7,16,0,2.0,1.0,2
75919,68,65,63,82,61.0,78,64.0,64,83,77,75,69,66.0,75,71.0,67,66.0,91,78,73,69,75.0,60,79,79,81,79,78.0,12,11,8,10,13,1,1.0,2.0,1
75901,66,56,60,78,51.0,72,54.0,69,76,79,67,64,75.0,74,78.0,65,53.0,79,73,61,71,71.0,69,81,75,73,74,71.0,1,1,1,1,1,1,1.0,1.0,3
97647,58,53,51,73,70.0,68,51.0,66,68,64,58,53,72.0,56,72.0,64,52.0,48,51,57,55,65.0,59,45,34,21,23,18.0,12,9,12,12,6,1,1.0,1.0,4
110276,50,54,60,66,46.0,60,52.0,40,63,61,68,70,83.0,55,82.0,63,70.0,74,35,55,56,58.0,37,66,51,42,57,54.0,8,10,12,6,10,1,1.0,1.0,4
152574,62,45,56,70,44.0,58,70.0,70,70,64,62,49,67.0,64,60.0,64,32.0,68,66,58,48,72.0,48,68,52,50,58,56.0,5,13,11,6,10,1,0.0,1.0,4
122174,51,55,52,65,57.0,57,45.0,54,61,62,34,29,39.0,60,65.0,68,62.0,72,69,66,57,62.0,57,88,67,60,62,68.0,9,6,12,8,16,1,1.0,2.0,4
149367,60,68,60,69,53.0,60,60.0,46,69,65,48,53,65.0,58,76.0,67,62.0,65,56,72,66,72.0,72,67,69,52,56,55.0,13,12,14,13,9,0,1.0,1.0,4
122408,49,27,72,57,29.0,45,33.0,23,49,58,32,34,33.0,66,62.0,48,73.0,31,80,35,33,56.0,33,58,69,72,72,71.0,11,15,12,10,7,1,,,1
73870,63,34,61,64,53.0,63,71.0,64,64,64,82,84,62.0,70,64.0,72,78.0,85,75,61,63,58.0,70,74,64,68,70,71.0,16,14,7,11,7,1,2.0,1.0,1
122433,66,54,64,76,70.0,68,67.0,57,74,74,55,55,55.0,58,73.0,82,79.0,68,80,76,64,68.0,69,78,77,64,74,72.0,3,3,3,3,5,1,1.0,2.0,3
74082,64,64,59,67,69.0,73,63.0,67,61,71,71,67,74.0,69,73.0,72,63.0,64,74,70,68,63.0,68,47,39,24,39,26.0,8,10,10,6,8,1,1.0,0.0,4
97830,14,19,15,33,14.0,12,20.0,18,38,15,26,24,35.0,57,38.0,18,53.0,34,49,13,12,27.0,22,19,14,13,14,14.0,73,58,67,63,71,1,1.0,1.0,0
74960,24,15,12,24,22.0,11,23.0,11,23,14,53,54,51.0,71,52.0,24,63.0,45,66,23,12,38.0,23,39,21,14,13,14.0,73,71,63,77,80,1,1.0,1.0,0
75136,63,39,55,60,30.0,58,49.0,58,58,60,75,72,60.0,60,63.0,58,59.0,71,64,44,64,57.0,50,59,55,61,63,62.0,14,14,9,9,9,0,1.0,1.0,2
97802,56,33,42,61,38.0,61,34.0,33,56,55,68,60,66.0,55,65.0,54,59.0,33,56,36,48,41.0,43,57,46,36,60,47.0,8,13,9,10,14,0,2.0,1.0,4
75044,73,65,45,82,67.0,74,77.0,79,80,84,73,71,74.0,79,75.0,75,33.0,79,57,80,70,82.0,75,61,53,29,56,34.0,9,6,8,15,11,1,2.0,0.0,4
110087,74,47,63,73,73.0,78,74.0,72,69,75,76,84,79.0,74,74.0,68,62.0,75,65,69,76,62.0,70,75,60,57,69,69.0,13,13,16,14,7,0,2.0,1.0,2
181567,63,61,54,69,55.0,79,66.0,74,64,75,79,75,82.0,69,76.0,56,53.0,70,57,58,66,68.0,58,44,31,36,42,31.0,7,8,9,6,8,1,2.0,1.0,4
157798,67,54,58,69,47.0,59,54.0,34,62,65,69,72,72.0,65,68.0,49,73.0,90,79,53,62,60.0,34,67,62,64,64,64.0,7,14,14,7,11,1,2.0,1.0,2
90449,46,32,52,69,48.0,58,46.0,55,67,64,68,65,63.0,61,51.0,49,63.0,79,73,47,60,66.0,48,77,71,57,68,64.0,13,5,12,12,14,1,1.0,1.0,3
14995,43,35,73,53,42.0,51,44.0,42,59,46,66,67,62.0,64,60.0,55,81.0,56,73,43,25,52.0,51,63,75,76,75,75.0,7,11,12,7,14,1,0.0,1.0,1
90673,39,69,66,64,65.0,75,60.0,57,48,72,76,76,77.0,76,80.0,68,75.0,68,51,56,83,65.0,62,55,23,25,28,25.0,11,6,9,12,9,1,2.0,1.0,4
111985,11,11,11,15,15.0,11,13.0,13,13,25,26,35,27.0,57,53.0,33,52.0,38,57,13,12,35.0,22,16,19,12,18,11.0,57,63,51,63,61,1,1.0,1.0,0
90239,12,10,12,33,11.0,13,11.0,13,32,24,59,48,56.0,71,60.0,23,75.0,31,65,11,15,59.0,22,25,20,14,12,11.0,77,72,72,73,77,1,1.0,1.0,0
112110,75,52,65,76,60.0,68,75.0,74,76,74,65,64,67.0,67,69.0,82,61.0,74,75,71,60,67.0,69,71,72,74,75,77.0,9,9,12,10,10,1,1.0,1.0,1
14792,21,21,63,47,29.0,27,35.0,38,43,40,67,55,60.0,55,53.0,41,62.0,48,80,25,36,22.0,52,67,57,61,67,64.0,15,16,8,13,15,1,1.0,1.0,4
8280,65,43,57,65,35.0,58,60.0,46,63,67,56,67,66.0,63,71.0,52,67.0,72,69,52,55,50.0,55,67,64,67,66,68.0,15,8,10,11,13,0,2.0,1.0,4
114083,14,13,15,28,12.0,12,18.0,15,22,33,38,33,39.0,62,49.0,26,60.0,30,68,12,13,35.0,24,23,26,14,17,12.0,62,64,63,66,63,1,1.0,1.0,0
8305,60,57,70,75,62.0,55,67.0,59,72,70,50,57,53.0,69,47.0,84,54.0,74,84,75,64,70.0,58,74,73,59,77,71.0,16,13,8,8,6,1,0.0,2.0,3
115054,58,27,47,67,22.0,60,43.0,28,67,64,66,69,57.0,50,64.0,36,66.0,70,74,35,49,42.0,42,68,66,73,67,67.0,6,6,11,15,10,1,1.0,1.0,3
8037,60,66,54,67,67.0,68,62.0,60,51,70,76,72,78.0,68,80.0,68,82.0,66,71,57,67,62.0,69,55,25,15,24,24.0,6,16,14,12,13,1,1.0,1.0,4
95389,69,36,51,56,28.0,62,65.0,63,54,61,75,72,70.0,50,70.0,63,59.0,70,62,32,52,43.0,45,55,58,62,63,61.0,11,10,11,8,13,0,1.0,1.0,2
7970,13,11,12,30,12.0,12,11.0,15,19,16,21,29,34.0,63,36.0,19,66.0,19,69,11,16,25.0,16,18,26,11,11,15.0,56,63,47,64,59,1,1.0,1.0,0
89774,82,57,53,81,59.0,81,76.0,51,72,83,85,78,84.0,78,88.0,63,73.0,79,57,62,74,70.0,53,74,77,82,82,81.0,8,9,12,11,16,0,2.0,1.0,2
8123,42,68,64,61,59.0,66,63.0,61,56,69,58,68,60.0,56,66.0,64,65.0,61,65,57,64,61.0,71,45,26,28,22,22.0,9,12,6,10,10,1,2.0,1.0,4
89623,47,41,81,61,35.0,43,42.0,24,59,61,51,50,48.0,78,54.0,61,82.0,33,71,29,31,42.0,50,74,82,77,82,77.0,12,13,8,6,16,1,0.0,1.0,1
89409,56,63,65,59,66.0,64,45.0,60,54,58,68,67,65.0,59,65.0,69,76.0,80,73,62,58,52.0,59,65,26,44,27,15.0,12,6,10,13,8,1,1.0,1.0,4
8105,68,57,57,68,66.0,69,70.0,66,66,69,71,73,71.0,66,72.0,61,56.0,76,66,65,60,69.0,41,59,41,34,34,30.0,16,12,11,12,14,0,1.0,1.0,4
14208,59,40,48,65,53.0,65,63.0,37,67,72,78,77,77.0,67,84.0,73,80.0,75,66,56,51,52.0,50,77,74,57,72,71.0,9,10,6,14,6,1,1.0,1.0,4
112954,71,66,40,73,70.0,75,73.0,72,56,75,69,69,67.0,73,74.0,71,46.0,54,64,71,71,70.0,71,64,45,34,34,34.0,8,15,13,10,12,1,1.0,0.0,4
14173,48,26,67,57,50.0,40,42.0,45,38,44,35,37,33.0,63,47.0,61,52.0,35,69,38,24,32.0,48,71,66,70,66,60.0,12,6,6,11,10,0,1.0,1.0,1
93472,42,60,58,56,56.0,55,52.0,49,49,59,73,69,77.0,60,63.0,62,83.0,65,40,58,58,39.0,46,34,27,13,16,14.0,7,15,15,11,9,1,1.0,1.0,4
113067,31,63,61,56,48.0,61,35.0,30,43,63,79,82,70.0,51,43.0,74,70.0,59,84,61,51,51.0,65,61,18,20,15,20.0,15,16,14,11,15,1,1.0,1.0,4
93212,65,24,57,59,22.0,62,72.0,66,54,65,69,68,66.0,59,76.0,25,57.0,55,51,29,55,48.0,38,56,57,67,63,61.0,7,13,16,11,7,0,1.0,1.0,4
151908,60,20,53,61,19.0,30,35.0,25,55,58,55,62,61.0,59,65.0,45,73.0,81,74,30,54,57.0,48,71,61,65,63,66.0,10,13,7,6,8,0,0.0,2.0,4
13956,12,13,12,28,11.0,11,13.0,11,30,20,42,37,43.0,72,40.0,24,54.0,30,63,11,10,34.0,23,30,17,16,19,18.0,70,68,63,73,76,1,1.0,1.0,0
94208,38,15,67,65,16.0,55,43.0,42,64,58,67,67,57.0,65,53.0,44,57.0,66,75,17,23,55.0,27,69,73,70,76,73.0,11,10,12,6,12,1,1.0,1.0,1
94202,58,38,43,61,52.0,65,43.0,34,54,64,67,72,64.0,58,62.0,56,65.0,46,78,48,41,55.0,40,61,68,67,69,67.0,14,9,13,14,7,1,0.0,1.0,4
94002,58,57,63,61,55.0,58,41.0,48,59,63,52,50,52.0,63,55.0,55,59.0,70,76,58,40,60.0,53,72,64,65,63,65.0,9,7,9,9,7,1,1.0,2.0,4
156817,59,40,38,65,56.0,52,67.0,69,61,67,77,74,69.0,66,88.0,47,75.0,59,55,42,57,72.0,55,49,62,24,37,32.0,6,6,16,15,15,1,2.0,1.0,4
157078,76,35,62,73,43.0,74,31.0,41,72,70,85,84,78.0,74,76.0,52,82.0,88,62,50,65,52.0,56,75,72,77,74,78.0,14,7,14,15,16,1,2.0,1.0,1
157387,49,64,50,56,41.0,68,38.0,33,45,60,77,83,77.0,58,71.0,67,73.0,67,62,43,59,49.0,59,33,16,15,16,15.0,6,14,8,15,12,1,1.0,1.0,4
94720,53,27,55,61,38.0,55,42.0,33,52,58,66,68,45.0,54,82.0,57,73.0,66,70,41,60,37.0,38,74,55,50,50,56.0,16,16,11,8,11,1,1.0,2.0,4
92126,14,12,12,30,8.0,21,15.0,22,22,24,31,32,52.0,69,68.0,29,56.0,22,62,16,14,51.0,21,22,22,12,13,14.0,75,74,74,76,77,1,1.0,1.0,0
92073,67,76,68,76,70.0,76,71.0,68,71,78,72,71,79.0,74,63.0,77,62.0,58,74,65,75,72.0,76,62,47,28,22,14.0,6,11,8,7,6,1,1.0,0.0,7
180966,68,76,76,77,75.0,77,67.0,49,72,77,78,75,79.0,76,76.0,77,74.0,71,75,66,74,71.0,77,56,41,48,51,42.0,16,8,13,9,10,1,1.0,1.0,4
113576,17,28,72,58,25.0,31,38.0,44,60,51,34,34,30.0,68,54.0,60,77.0,34,84,29,34,48.0,59,79,77,79,79,71.0,13,7,6,14,14,0,0.0,2.0,1
14705,54,50,46,49,51.0,59,51.0,53,45,53,81,79,79.0,56,77.0,60,70.0,79,67,49,52,55.0,53,37,50,50,52,54.0,8,12,6,6,10,0,1.0,1.0,4
112270,56,83,77,75,74.0,72,66.0,47,51,81,74,73,73.0,76,72.0,79,74.0,70,72,74,83,66.0,70,61,28,12,33,25.0,10,7,12,8,14,1,2.0,0.0,7
92771,38,20,69,63,30.0,47,39.0,28,63,56,42,50,30.0,57,34.0,58,70.0,63,90,43,35,34.0,21,70,65,60,64,63.0,9,6,8,16,16,1,1.0,2.0,4
92300,33,15,71,49,20.0,33,38.0,28,39,40,32,33,33.0,56,37.0,29,74.0,51,86,21,50,50.0,28,72,65,65,64,62.0,7,6,14,12,10,1,1.0,1.0,4
84627,76,28,62,66,44.0,65,60.0,54,59,72,78,83,75.0,67,76.0,66,79.0,84,69,45,53,50.0,46,80,76,78,77,82.0,7,10,12,10,6,1,,,1
159299,77,50,63,69,59.0,74,73.0,69,68,70,78,77,76.0,75,69.0,73,79.0,84,71,64,67,58.0,58,77,68,74,76,78.0,10,9,8,15,13,0,2.0,1.0,1
179656,13,12,11,12,11.0,11,17.0,13,12,34,31,32,46.0,67,30.0,12,57.0,28,76,16,12,43.0,13,29,19,13,13,13.0,69,66,65,66,73,1,1.0,1.0,0
115227,72,33,78,77,31.0,65,49.0,32,73,76,73,73,68.0,79,68.0,53,84.0,74,74,35,46,51.0,31,80,84,84,85,86.0,6,6,12,10,13,1,1.0,1.0,1
16469,50,68,67,53,71.0,65,52.0,37,47,64,83,78,73.0,51,80.0,62,80.0,70,65,53,70,51.0,69,71,31,24,39,30.0,6,16,15,8,9,1,1.0,1.0,4
85319,55,32,50,59,36.0,59,40.0,37,40,59,65,63,60.0,60,78.0,33,61.0,56,40,34,51,40.0,49,63,61,68,71,67.0,14,16,6,9,8,1,1.0,1.0,4
85560,48,37,63,72,44.0,60,49.0,54,65,64,52,61,65.0,70,64.0,47,59.0,74,60,40,48,58.0,32,63,61,55,65,57.0,13,9,13,10,6,0,1.0,1.0,4
116781,12,22,22,28,13.0,23,18.0,13,32,21,49,49,42.0,65,30.0,23,68.0,20,64,12,12,36.0,21,43,27,13,11,12.0,64,72,58,68,64,1,1.0,1.0,0
13437,57,54,60,62,52.0,62,67.0,69,57,61,63,64,65.0,66,67.0,68,71.0,61,69,55,63,59.0,72,72,65,66,63,63.0,10,8,10,12,16,1,1.0,2.0,4
85225,54,63,63,57,61.0,64,42.0,37,53,61,76,73,69.0,50,59.0,63,73.0,44,65,61,60,41.0,57,58,20,24,24,23.0,11,8,11,12,15,1,1.0,1.0,4
85160,64,41,39,52,36.0,65,39.0,32,58,58,74,74,61.0,60,64.0,39,61.0,72,70,41,52,51.0,36,51,60,68,69,70.0,8,14,11,14,10,0,1.0,1.0,2
118090,61,57,56,61,65.0,65,65.0,57,53,64,75,73,75.0,59,75.0,65,80.0,70,65,60,56,61.0,66,68,30,25,40,30.0,7,14,12,7,13,0,1.0,1.0,4
82850,67,51,52,65,56.0,72,72.0,52,55,65,71,69,75.0,72,81.0,67,61.0,73,60,66,65,65.0,56,56,49,59,52,46.0,14,8,12,9,8,1,1.0,0.0,4
96419,20,11,20,28,14.0,20,11.0,12,23,22,50,45,58.0,66,48.0,24,61.0,25,72,20,15,36.0,31,38,22,20,20,19.0,79,73,72,75,80,0,1.0,1.0,0
117711,47,77,73,65,66.0,69,55.0,47,41,75,66,66,72.0,69,60.0,72,74.0,60,78,63,79,61.0,74,61,38,18,25,22.0,9,11,9,11,14,0,,,7
95728,61,36,58,64,57.0,57,61.0,63,63,63,55,62,71.0,66,72.0,71,71.0,73,74,56,51,62.0,50,64,57,59,59,57.0,6,15,7,13,16,0,1.0,1.0,4
87751,68,68,51,68,66.0,66,58.0,72,66,69,51,65,71.0,58,79.0,72,60.0,62,74,71,68,66.0,58,61,40,41,42,38.0,16,12,15,10,16,1,1.0,1.0,4
115968,39,35,86,65,43.0,46,33.0,27,62,59,54,68,62.0,73,52.0,46,75.0,75,85,35,33,28.0,52,84,78,79,85,83.0,15,5,7,6,11,1,1.0,2.0,1
158659,90,72,66,76,74.0,74,86.0,84,74,77,51,62,65.0,76,75.0,81,70.0,79,67,79,70,78.0,78,82,59,64,61,60.0,7,11,14,14,8,1,1.0,1.0,4
87360,67,63,58,66,52.0,74,73.0,46,60,72,91,90,83.0,68,85.0,78,51.0,63,60,66,68,65.0,57,60,29,28,34,32.0,13,13,11,10,16,1,2.0,0.0,6
115361,45,64,83,56,58.0,62,46.0,35,47,62,56,45,66.0,64,63.0,64,64.0,69,73,59,75,44.0,58,31,35,17,22,14.0,10,15,11,12,8,1,1.0,1.0,4
115371,63,37,59,65,37.0,65,56.0,46,58,58,54,54,57.0,63,67.0,67,65.0,72,66,63,55,52.0,44,70,64,65,65,69.0,7,15,9,11,7,1,1.0,1.0,4
88286,80,52,52,68,53.0,69,70.0,67,72,75,77,83,78.0,69,75.0,82,82.0,86,67,67,52,46.0,40,77,75,67,76,81.0,16,13,13,15,12,0,2.0,1.0,2
158304,11,20,74,54,20.0,28,23.0,39,42,43,65,68,57.0,69,45.0,51,86.0,68,92,37,19,34.0,46,77,75,79,78,77.0,6,5,5,11,7,1,1.0,2.0,1
158269,49,42,55,62,33.0,52,33.0,32,57,53,65,62,63.0,53,68.0,50,61.0,70,58,49,33,33.0,41,64,56,54,56,63.0,9,9,9,9,7,1,1.0,2.0,4
95618,55,50,64,60,57.0,72,53.0,48,50,66,75,75,73.0,54,67.0,53,66.0,53,64,47,54,55.0,53,54,32,45,42,37.0,8,12,7,8,9,0,1.0,1.0,4
88195,51,74,83,66,72.0,68,54.0,56,63,70,62,61,56.0,75,57.0,76,73.0,68,87,62,77,59.0,67,74,33,27,48,45.0,13,8,8,16,11,1,2.0,1.0,7
16275,34,66,64,54,42.0,61,47.0,40,38,52,64,60,56.0,57,61.0,61,71.0,50,64,54,53,55.0,75,32,20,23,22,20.0,15,8,8,10,8,0,,,4
158874,52,73,72,69,62.0,67,45.0,47,48,65,68,82,67.0,70,58.0,75,68.0,72,83,60,72,50.0,58,79,24,15,38,13.0,6,14,13,8,12,1,1.0,1.0,7
16366,50,34,70,57,25.0,31,42.0,45,53,55,52,55,56.0,64,64.0,37,81.0,68,76,27,41,45.0,47,69,72,65,65,63.0,11,15,16,7,9,0,1.0,1.0,4
85851,61,80,69,79,75.0,80,84.0,83,69,78,70,53,79.0,78,69.0,75,78.0,70,69,75,80,75.0,78,58,45,18,22,24.0,6,8,8,15,6,1,1.0,0.0,5
86806,61,29,63,70,44.0,45,28.0,34,69,71,63,64,65.0,60,61.0,37,74.0,63,71,43,53,63.0,46,57,80,69,71,71.0,14,16,13,6,11,0,1.0,1.0,1
86966,14,12,13,34,19.0,13,13.0,10,27,19,55,65,70.0,69,63.0,25,82.0,41,45,13,19,35.0,12,15,20,14,13,12.0,74,68,67,64,78,1,1.0,1.0,0
95942,32,21,68,56,25.0,43,35.0,30,72,64,49,48,42.0,63,53.0,38,74.0,70,82,18,31,35.0,54,65,69,67,65,62.0,13,14,10,10,13,1,0.0,1.0,4
16106,70,53,65,62,47.0,60,73.0,61,50,63,66,68,62.0,65,67.0,67,74.0,73,68,66,54,52.0,48,74,65,70,67,65.0,11,6,8,7,6,0,1.0,1.0,1
12185,13,12,12,29,11.0,12,12.0,12,25,21,30,31,43.0,64,37.0,21,41.0,29,48,12,11,43.0,23,33,10,13,10,12.0,73,67,57,63,79,1,1.0,1.0,0
61429,60,29,58,62,12.0,59,54.0,20,61,63,64,70,70.0,62,73.0,49,60.0,71,71,23,15,57.0,25,64,58,63,63,61.0,11,15,9,12,10,0,1.0,1.0,4
152987,38,12,67,55,13.0,28,19.0,20,38,48,63,53,62.0,59,58.0,51,84.0,72,77,18,25,48.0,28,64,62,57,68,64.0,7,10,9,10,9,1,1.0,1.0,4
176982,44,71,72,67,59.0,71,53.0,44,48,72,75,68,73.0,69,77.0,71,75.0,55,69,64,69,61.0,62,59,29,23,22,20.0,12,9,14,13,9,1,2.0,1.0,4
147515,58,23,61,62,37.0,54,41.0,47,58,63,66,53,64.0,67,68.0,73,77.0,44,79,32,36,39.0,30,83,79,78,80,72.0,7,13,12,14,9,1,1.0,2.0,1
22819,13,13,10,33,13.0,12,9.0,13,33,26,46,41,58.0,72,53.0,36,67.0,16,56,14,11,29.0,26,27,12,14,13,20.0,63,63,69,65,67,1,1.0,1.0,0
61268,61,29,63,63,17.0,64,55.0,46,57,62,70,71,71.0,56,54.0,39,62.0,70,72,31,55,55.0,25,65,63,64,63,63.0,10,7,8,13,16,1,1.0,1.0,2
61840,58,55,72,63,68.0,66,62.0,58,62,68,67,54,72.0,64,70.0,73,86.0,71,65,73,70,69.0,66,62,66,59,60,57.0,15,11,7,7,7,1,2.0,1.0,4
4082,65,52,74,70,52.0,59,56.0,66,62,70,68,71,63.0,68,66.0,72,83.0,69,77,71,55,62.0,70,67,65,68,70,70.0,11,15,8,8,6,0,1.0,1.0,1
129125,74,80,49,81,74.0,87,80.0,75,72,87,82,83,86.0,78,89.0,84,70.0,76,74,70,85,79.0,70,77,28,24,33,30.0,15,9,8,14,15,0,1.0,1.0,4
23039,60,65,70,65,66.0,74,62.0,59,56,72,77,79,51.0,68,50.0,70,69.0,68,74,59,66,62.0,62,34,15,16,32,30.0,13,6,7,6,8,1,2.0,1.0,4
153004,49,55,60,64,38.0,68,54.0,48,52,69,80,82,90.0,66,76.0,49,71.0,61,58,52,56,64.0,64,62,42,12,21,19.0,15,11,15,12,7,1,1.0,1.0,4
147350,20,12,16,23,24.0,13,16.0,18,33,18,57,52,54.0,55,62.0,22,61.0,43,58,10,20,55.0,21,42,25,13,17,14.0,70,65,74,65,73,1,1.0,1.0,0
